16800,1523,2077,2494,2786,3065,3331
16900,1529,2083,2501,2794,3073,3340
17000,1534,2089,2508,2801,3082,3350
17100,1540,2095,2515,2809,3090,3359
17200,1545,2102,2522,2817,3099,3368
17300,1551,2108,2529,2825,3107,3378
17400,1557,2114,2536,2832,3116,3387
17500,1562,2120,2543,2840,3124,3396
17600,1568,2126,2550,2848,3133,3405
17700,1573,2132,2557,2856,3141,3415
17800,1579,2138,2563,2863,3149,3423
17900,1584,2144,2570,2870,3157,3432
18000,1589,2149,2576,2878,3166,3441
18100,1595,2155,2583,2885,3174,3450
18200,1600,2161,2590,2893,3182,3459
18300,1605,2167,2596,2900,3190,3467
18400,1611,2173,2603,2907,3198,3476
18500,1616,2178,2609,2915,3206,3485
18600,1621,2184,2616,2922,3214,3494
18700,1627,2190,2623,2929,3222,3503
18800,1632,2196,2629,2937,3231,3512
18900,1637,2202,2636,2944,3239,3520
19000,1642,2207,2642,2952,3247,3529
19100,1648,2213,2649,2959,3255,3538
19200,1653,2219,2656,2966,3263,3547
19300,1658,2225,2662,2974,3271,3556
19400,1664,2231,2669,2981,3279,3565
19500,1669,2236,2675,2989,3287,3573
19600,1674,2242,2682,2996,3295,3582
19700,1680,2248,2689,3003,3304,3591
19800,1685,2254,2695,3011,3312,3600
19900,1690,2260,2702,3018,3320,3609
20000,1696,2265,2709,3025,3328,3617
20100,1701,2271,2715,3033,3336,3626
20200,1706,2277,2722,3040,3344,3635
20300,1710,2282,2728,3047,3352,3643
20400,1713,2287,2733,3053,3358,3651
20500,1717,2292,2739,3059,3365,3658
20600,1720,2297,2745,3066,3372,3666
20700,1723,2302,2750,3072,3379,3673
20800,1726,2307,2756,3078,3386,3681
20900,1730,2313,2761,3084,3393,3688
21000,1733,2318,2767,3091,3400,3695
21100,1736,2323,2773,3097,3407,3703
21200,1739,2328,2778,3103,3413,3710
21300,1743,2333,2784,3109,3420,3718
21400,1746,2338,2789,3116,3427,3725
21500,1749,2343,2795,3122,3434,3733
21600,1752,2348,2801,3128,3441,3740
21700,1756,2353,2806,3134,3448,3748
21800,1759,2358,2812,3141,3455,3755
21900,1762,2363,2817,3147,3462,3763
22000,1765,2368,2823,3153,3469,3770
22100,1769,2373,2829,3160,3475,3778
22200,1772,2378,2834,3166,3482,3785
22300,1775,2383,2840,3172,3489,3793
22400,1778,2388,2845,3178,3496,3800
22500,1782,2393,2851,3185,3503,3808
22600,1785,2398,2857,3191,3510,3815
22700,1788,2403,2862,3197,3517,3823
22800,1791,2408,2868,3203,3524,3830
22900,1795,2413,2873,3210,3531,3838
23000,1798,2418,2879,3216,3537,3845
23100,1801,2423,2885,3222,3544,3853
23200,1804,2429,2890,3228,3551,3860
23300,1808,2434,2896,3235,3558,3868
23400,1811,2439,2901,3241,3565,3875
23500,1814,2444,2907,3247,3572,3883
23600,1817,2449,2913,3253,3579,3890
23700,1821,2454,2918,3260,3586,3898
23800,1824,2459,2924,3266,3593,3905
23900,1827,2464,2929,3272,3599,3913
24000,1830,2469,2935,3278,3606,3920
24100,1834,2474,2941,3285,3613,3928
24200,1837,2479,2946,3291,3620,3935
24300,1840,2484,2952,3297,3627,3943
24400,1843,2489,2957,3304,3634,3950
24500,1847,2494,2963,3310,3641,3957
24600,1850,2499,2969,3316,3648,3965
24700,1853,2504,2974,3322,3655,3972
24800,1856,2509,2980,3329,3661,3980
24900,1860,2514,2986,3335,3668,3987
25000,1863,2519,2991,3341,3675,3995
25100,1866,2524,2997,3347,3682,4002
25200,1869,2529,3002,3354,3689,4010
25300,1873,2534,3008,3360,3696,4017
25400,1876,2540,3014,3366,3703,4025
25500,1879,2545,3019,3372,3710,4032
25600,1882,2550,3025,3379,3716,4040
25700,1886,2555,3030,3385,3723,4047
25800,1889,2560,3036,3391,3730,4055
25900,1892,2565,3042,3397,3737,4062
26000,1895,2570,3047,3404,3744,4070
26100,1899,2575,3053,3410,3751,4077
26200,1902,2580,3058,3416,3758,4085
26300,1905,2585,3064,3422,3765,4092
26400,1908,2590,3070,3429,3772,4100
26500,1912,2595,3075,3435,3778,4107
26600,1915,2600,3081,3441,3785,4115
26700,1918,2605,3086,3447,3792,4122
26800,1921,2610,3092,3454,3799,4130
26900,1925,2615,3098,3460,3806,4137
27000,1928,2620,3103,3466,3813,4145
27100,1931,2625,3109,3473,3820,4152
27200,1934,2630,3114,3479,3827,4160
27300,1938,2635,3120,3485,3834,4167
27400,1941,2640,3126,3491,3840,4175
27500,1944,2645,3131,3498,3847,4182
27600,1948,2650,3137,3504,3854,4190
27700,1951,2656,3142,3510,3861,4197
27800,1954,2661,3148,3516,3868,4205
27900,1957,2666,3154,3523,3875,4212
28000,1961,2671,3159,3529,3882,4219
28100,1964,2676,3165,3535,3889,4227
28200,1967,2681,3170,3541,3896,4234
28300,1970,2686,3176,3548,3902,4242
28400,1972,2689,3179,3551,3907,4247
28500,1974,2691,3182,3555,3911,4251
28600,1976,2694,3185,3558,3914,4255
28700,1978,2696,3188,3561,3918,4259
28800,1980,2699,3191,3565,3922,4263
28900,1982,2701,3194,3568,3926,4268
29000,1984,2704,3197,3571,3930,4272
29100,1986,2707,3200,3575,3934,4276
29200,1988,2709,3203,3578,3938,4280
29300,1990,2712,3206,3581,3941,4284
29400,1992,2714,3209,3584,3945,4289
29500,1993,2717,3212,3588,3949,4293
29600,1995,2719,3215,3591,3953,4297
29700,1997,2722,3218,3594,3957,4301
29800,1999,2724,3221,3598,3961,4305
29900,2001,2727,3224,3601,3965,4310
30000,2003,2730,3227,3604,3968,4314
